{'CNNType': 'Adapt',
[43,     1] loss: 0.017
[44,     1] loss: 0.018
[45,     1] loss: 0.017
[46,     1] loss: 0.016
[47,     1] loss: 0.017
[48,     1] loss: 0.018
[49,     1] loss: 0.041
[50,     1] loss: 0.031
[51,     1] loss: 0.020
[52,     1] loss: 0.023
[53,     1] loss: 0.024
[54,     1] loss: 0.021
[55,     1] loss: 0.019
[56,     1] loss: 0.019
[57,     1] loss: 0.018
[58,     1] loss: 0.016
[59,     1] loss: 0.015
[60,     1] loss: 0.014
[61,     1] loss: 0.014
[62,     1] loss: 0.013
[63,     1] loss: 0.013
[64,     1] loss: 0.013
[65,     1] loss: 0.012
[66,     1] loss: 0.012
[67,     1] loss: 0.012
[68,     1] loss: 0.012
[69,     1] loss: 0.014
[70,     1] loss: 0.014
[71,     1] loss: 0.014
[72,     1] loss: 0.014
[73,     1] loss: 0.013
[74,     1] loss: 0.014
[75,     1] loss: 0.014
[76,     1] loss: 0.015
[77,     1] loss: 0.015
[78,     1] loss: 0.015
[79,     1] loss: 0.015
[80,     1] loss: 0.015
[81,     1] loss: 0.014
[82,     1] loss: 0.013
[83,     1] loss: 0.014
[84,     1] loss: 0.013
[85,     1] loss: 0.013
[86,     1] loss: 0.013
[87,     1] loss: 0.033
[88,     1] loss: 0.648
[89,     1] loss: 1.206
[90,     1] loss: 0.665
[91,     1] loss: 0.508
[92,     1] loss: 0.544
[93,     1] loss: 0.563
[94,     1] loss: 0.573
[95,     1] loss: 0.579
[96,     1] loss: 0.589
[97,     1] loss: 0.593
[98,     1] loss: 0.599
[99,     1] loss: 0.600
[100,     1] loss: 0.601
[101,     1] loss: 0.603
[102,     1] loss: 0.604
[103,     1] loss: 0.602
[104,     1] loss: 0.600
[105,     1] loss: 0.596
[106,     1] loss: 0.595
[107,     1] loss: 0.589
[108,     1] loss: 0.582
[109,     1] loss: 0.578
[110,     1] loss: 0.572
[111,     1] loss: 0.569
[112,     1] loss: 0.564
[113,     1] loss: 0.556
Early stopping applied (best metric=0.4090568721294403)
Finished Training
Total time taken: 25.251911640167236
(176, 33)
(819, 33)
Loaded folder code/Thesis/dataset/train/Hydroxylation-P/indices (995 samples)
[1,     1] loss: 0.699
[2,     1] loss: 0.692
[3,     1] loss: 0.673
[4,     1] loss: 0.651
[5,     1] loss: 0.619
[6,     1] loss: 0.580
[7,     1] loss: 0.533
[8,     1] loss: 0.489
[9,     1] loss: 0.436
[10,     1] loss: 0.383
[11,     1] loss: 0.323
[12,     1] loss: 0.260
[13,     1] loss: 0.210
[14,     1] loss: 0.143
[15,     1] loss: 0.110
[16,     1] loss: 0.098
[17,     1] loss: 0.081
[18,     1] loss: 0.051
[19,     1] loss: 0.048
[20,     1] loss: 0.056
[21,     1] loss: 0.096
[22,     1] loss: 0.039
[23,     1] loss: 0.098
[24,     1] loss: 0.051
[25,     1] loss: 0.071
[26,     1] loss: 0.039
[27,     1] loss: 0.055
[28,     1] loss: 0.063
[29,     1] loss: 0.050
[30,     1] loss: 0.046
[31,     1] loss: 0.041
[32,     1] loss: 0.038
[33,     1] loss: 0.033
[34,     1] loss: 0.028
[35,     1] loss: 0.026
[36,     1] loss: 0.024
[37,     1] loss: 0.021
[38,     1] loss: 0.020
[39,     1] loss: 0.020
[40,     1] loss: 0.018
[41,     1] loss: 0.018
[42,     1] loss: 0.018
[43,     1] loss: 0.017
[44,     1] loss: 0.018
[45,     1] loss: 0.018
[46,     1] loss: 0.018
[47,     1] loss: 0.018
[48,     1] loss: 0.019
[49,     1] loss: 0.018
[50,     1] loss: 0.018
[51,     1] loss: 0.019
[52,     1] loss: 0.019
[53,     1] loss: 0.018
[54,     1] loss: 0.019
[55,     1] loss: 0.018
[56,     1] loss: 0.018
[57,     1] loss: 0.018
[58,     1] loss: 0.019
[59,     1] loss: 0.018
[60,     1] loss: 0.017
[61,     1] loss: 0.017
[62,     1] loss: 0.017
[63,     1] loss: 0.016
[64,     1] loss: 0.016
[65,     1] loss: 0.016
[66,     1] loss: 0.015
[67,     1] loss: 0.016
[68,     1] loss: 0.016
[69,     1] loss: 0.015
[70,     1] loss: 0.015
[71,     1] loss: 0.016
[72,     1] loss: 0.016
[73,     1] loss: 0.015
[74,     1] loss: 0.016
[75,     1] loss: 0.020
[76,     1] loss: 0.047
Early stopping applied (best metric=0.35382333397865295)
Finished Training
Total time taken: 15.773853540420532
(176, 33)
(819, 33)
Loaded folder code/Thesis/dataset/train/Hydroxylation-P/indices (995 samples)
[1,     1] loss: 0.697
[2,     1] loss: 0.685
[3,     1] loss: 0.672
[4,     1] loss: 0.651
[5,     1] loss: 0.624
[6,     1] loss: 0.590
[7,     1] loss: 0.550
[8,     1] loss: 0.503
[9,     1] loss: 0.453
[10,     1] loss: 0.415
[11,     1] loss: 0.380
[12,     1] loss: 0.323
[13,     1] loss: 0.290
[14,     1] loss: 0.247
[15,     1] loss: 0.209
[16,     1] loss: 0.163
[17,     1] loss: 0.127
[18,     1] loss: 0.099
[19,     1] loss: 0.071
[20,     1] loss: 0.045
[21,     1] loss: 0.031
[22,     1] loss: 0.025
[23,     1] loss: 0.018
[24,     1] loss: 0.016
[25,     1] loss: 0.012
[26,     1] loss: 0.009
[27,     1] loss: 0.009
[28,     1] loss: 0.009
[29,     1] loss: 0.009
[30,     1] loss: 0.009
[31,     1] loss: 0.009
[32,     1] loss: 0.010
[33,     1] loss: 0.011
[34,     1] loss: 0.013
[35,     1] loss: 0.013
[36,     1] loss: 0.014
[37,     1] loss: 0.015
[38,     1] loss: 0.016
[39,     1] loss: 0.016
[40,     1] loss: 0.016
[41,     1] loss: 0.017
[42,     1] loss: 0.016
[43,     1] loss: 0.016
[44,     1] loss: 0.015
[45,     1] loss: 0.016
[46,     1] loss: 0.015
[47,     1] loss: 0.015
[48,     1] loss: 0.015
[49,     1] loss: 0.014
[50,     1] loss: 0.014
[51,     1] loss: 0.013
[52,     1] loss: 0.013
[53,     1] loss: 0.013
[54,     1] loss: 0.013
[55,     1] loss: 0.039
[56,     1] loss: 0.907
[57,     1] loss: 0.730
[58,     1] loss: 0.691
[59,     1] loss: 0.504
[60,     1] loss: 0.505
[61,     1] loss: 0.517
[62,     1] loss: 0.527
[63,     1] loss: 0.528
[64,     1] loss: 0.531
[65,     1] loss: 0.537
[66,     1] loss: 0.540
[67,     1] loss: 0.542
[68,     1] loss: 0.537
[69,     1] loss: 0.534
[70,     1] loss: 0.528
[71,     1] loss: 0.524
[72,     1] loss: 0.519
[73,     1] loss: 0.507
[74,     1] loss: 0.495
[75,     1] loss: 0.483
[76,     1] loss: 0.468
[77,     1] loss: 0.454
[78,     1] loss: 0.439
[79,     1] loss: 0.415
[80,     1] loss: 0.397
[81,     1] loss: 0.375
[82,     1] loss: 0.348
[83,     1] loss: 0.332
[84,     1] loss: 0.309
[85,     1] loss: 0.292
[86,     1] loss: 0.268
[87,     1] loss: 0.340
[88,     1] loss: 0.719
[89,     1] loss: 0.268
[90,     1] loss: 0.415
[91,     1] loss: 0.374
[92,     1] loss: 0.369
[93,     1] loss: 0.396
[94,     1] loss: 0.403
[95,     1] loss: 0.390
[96,     1] loss: 0.367
[97,     1] loss: 0.351
[98,     1] loss: 0.324
Early stopping applied (best metric=0.3489222228527069)
Finished Training
Total time taken: 20.430550813674927
(176, 33)
(819, 33)
Loaded folder code/Thesis/dataset/train/Hydroxylation-P/indices (995 samples)
[1,     1] loss: 0.693
[2,     1] loss: 0.686
[3,     1] loss: 0.671
[4,     1] loss: 0.648
[5,     1] loss: 0.621
[6,     1] loss: 0.585
[7,     1] loss: 0.547
[8,     1] loss: 0.505
[9,     1] loss: 0.464
[10,     1] loss: 0.420
[11,     1] loss: 0.365
[12,     1] loss: 0.311
[13,     1] loss: 0.261
[14,     1] loss: 0.217
[15,     1] loss: 0.169
[16,     1] loss: 0.129
[17,     1] loss: 0.103
[18,     1] loss: 0.077
[19,     1] loss: 0.061
[20,     1] loss: 0.042
[21,     1] loss: 0.028
[22,     1] loss: 0.018
[23,     1] loss: 0.015
[24,     1] loss: 0.011
[25,     1] loss: 0.012
[26,     1] loss: 0.058
[27,     1] loss: 0.405
[28,     1] loss: 0.096
[29,     1] loss: 0.304
[30,     1] loss: 0.120
[31,     1] loss: 0.142
[32,     1] loss: 0.135
[33,     1] loss: 0.153
[34,     1] loss: 0.171
[35,     1] loss: 0.175
[36,     1] loss: 0.170
[37,     1] loss: 0.164
[38,     1] loss: 0.151
[39,     1] loss: 0.142
[40,     1] loss: 0.122
[41,     1] loss: 0.109
[42,     1] loss: 0.094
[43,     1] loss: 0.086
[44,     1] loss: 0.074
[45,     1] loss: 0.069
[46,     1] loss: 0.060
[47,     1] loss: 0.054
[48,     1] loss: 0.050
[49,     1] loss: 0.047
[50,     1] loss: 0.044
[51,     1] loss: 0.041
[52,     1] loss: 0.041
[53,     1] loss: 0.039
[54,     1] loss: 0.040
[55,     1] loss: 0.039
[56,     1] loss: 0.039
[57,     1] loss: 0.040
[58,     1] loss: 0.041
[59,     1] loss: 0.044
[60,     1] loss: 0.043
[61,     1] loss: 0.044
[62,     1] loss: 0.045
[63,     1] loss: 0.046
[64,     1] loss: 0.045
[65,     1] loss: 0.046
[66,     1] loss: 0.044
[67,     1] loss: 0.044
[68,     1] loss: 0.043
[69,     1] loss: 0.043
[70,     1] loss: 0.044
[71,     1] loss: 0.042
[72,     1] loss: 0.042
[73,     1] loss: 0.041
[74,     1] loss: 0.041
[75,     1] loss: 0.041
[76,     1] loss: 0.039
[77,     1] loss: 0.039
[78,     1] loss: 0.052
Early stopping applied (best metric=0.39705389738082886)
Finished Training
Total time taken: 16.608521461486816
(176, 33)
(819, 33)
Loaded folder code/Thesis/dataset/train/Hydroxylation-P/indices (995 samples)
[1,     1] loss: 0.693
[2,     1] loss: 0.680
[3,     1] loss: 0.661
[4,     1] loss: 0.637
[5,     1] loss: 0.603
[6,     1] loss: 0.562
[7,     1] loss: 0.517
[8,     1] loss: 0.463
[9,     1] loss: 0.417
[10,     1] loss: 0.373
[11,     1] loss: 0.318
[12,     1] loss: 0.265
[13,     1] loss: 0.216
[14,     1] loss: 0.168
[15,     1] loss: 0.132
[16,     1] loss: 0.114
[17,     1] loss: 0.081
[18,     1] loss: 0.046
[19,     1] loss: 0.044
[20,     1] loss: 0.025
[21,     1] loss: 0.018
[22,     1] loss: 0.015
[23,     1] loss: 0.014
[24,     1] loss: 0.015
[25,     1] loss: 0.013
[26,     1] loss: 0.012
[27,     1] loss: 0.011
[28,     1] loss: 0.010
[29,     1] loss: 0.012
[30,     1] loss: 0.013
[31,     1] loss: 0.013
[32,     1] loss: 0.013
[33,     1] loss: 0.014
[34,     1] loss: 0.015
[35,     1] loss: 0.015
[36,     1] loss: 0.016
[37,     1] loss: 0.015
[38,     1] loss: 0.015
[39,     1] loss: 0.016
[40,     1] loss: 0.015
[41,     1] loss: 0.015
[42,     1] loss: 0.014
[43,     1] loss: 0.015
[44,     1] loss: 0.014
[45,     1] loss: 0.014
[46,     1] loss: 0.014
[47,     1] loss: 0.013
[48,     1] loss: 0.012
[49,     1] loss: 0.012
[50,     1] loss: 0.012
[51,     1] loss: 0.012
[52,     1] loss: 0.012
[53,     1] loss: 0.012
[54,     1] loss: 0.012
[55,     1] loss: 0.012
[56,     1] loss: 0.011
[57,     1] loss: 0.011
[58,     1] loss: 0.011
[59,     1] loss: 0.011
[60,     1] loss: 0.011
[61,     1] loss: 0.011
[62,     1] loss: 0.011
[63,     1] loss: 0.011
[64,     1] loss: 0.011
[65,     1] loss: 0.011
[66,     1] loss: 0.071
[67,     1] loss: 0.716
[68,     1] loss: 0.464
[69,     1] loss: 0.791
[70,     1] loss: 0.496
[71,     1] loss: 0.496
[72,     1] loss: 0.520
[73,     1] loss: 0.528
[74,     1] loss: 0.537
[75,     1] loss: 0.537
[76,     1] loss: 0.539
[77,     1] loss: 0.533
[78,     1] loss: 0.528
[79,     1] loss: 0.523
[80,     1] loss: 0.519
[81,     1] loss: 0.513
[82,     1] loss: 0.505
[83,     1] loss: 0.497
[84,     1] loss: 0.490
[85,     1] loss: 0.483
[86,     1] loss: 0.474
[87,     1] loss: 0.467
[88,     1] loss: 0.456
Early stopping applied (best metric=0.3650645911693573)
Finished Training
Total time taken: 19.104695558547974
results!
{'gpu_mode': True, 'epochs': 200, 'batch_size': 512, 'learning_rate': 0.005, 'test_data_ratio': 0.2, 'data_sample_mode': ['balanced'], 'crossValidation': True, 'loss_function': <class 'torch.nn.modules.loss.BCELoss'>, 'optimizer': <class 'torch.optim.adamw.AdamW'>, 'folds': 5, 'earlyStopping': True, 'ValidationMetric': 'Validation Loss (total)', 'earlyStoppingPatience': 50, 'CV_Repeats': 1, 'Experiment Name': 'Model architecture - sampling method but real, not arc - timetest: ', 'weight_decay': 8.309, 'embeddingType': 'adaptiveEmbedding', 'LSTM_layers': 1, 'LSTM_hidden_size': 32, 'LSTM_dropout': 0, 'UseUncertaintyBasedLoss': False, 'useLrWeight': False, 'aminoAcid': ['Hydroxylation-P'], 'CNNType': 'Adapt', 'FCType': 'Musite', 'random_state': 2034352343, 'current_CV_Repeat': 1, 'layerToSplitOn': 'FC', 'sample_weights': [1.0], 'currentFold': 4}
{'Hydroxylation-P Validation Accuracy': 0.7646803715547434, 'Hydroxylation-P Validation Sensitivity': 0.7901587301587302, 'Hydroxylation-P Validation Specificity': 0.7593446057159958, 'Hydroxylation-P Validation Precision': 0.4242856474748176, 'Hydroxylation-P AUC ROC': 0.8526152058409279, 'Hydroxylation-P AUC PR': 0.603316423119009, 'Hydroxylation-P MCC': 0.4495294579042015, 'Hydroxylation-P F1': 0.5471258390148512, 'Validation Loss (Hydroxylation-P)': 0.3747841835021973, 'Validation Loss (total)': 0.3747841835021973, 'TimeToTrain': 19.433906602859498}
{'Hydroxylation-P Validation Accuracy': 0.05085375840351448, 'Hydroxylation-P Validation Sensitivity': 0.05310229625423852, 'Hydroxylation-P Validation Specificity': 0.07252116984069852, 'Hydroxylation-P Validation Precision': 0.07009284095581028, 'Hydroxylation-P AUC ROC': 0.022142049126613272, 'Hydroxylation-P AUC PR': 0.05950792562149459, 'Hydroxylation-P MCC': 0.04867874093912353, 'Hydroxylation-P F1': 0.04404019496377268, 'Validation Loss (Hydroxylation-P)': 0.02680124082238138, 'Validation Loss (total)': 0.02680124082238138, 'TimeToTrain': 3.7526541216099703}
{'Hydroxylation-P Validation Accuracy': 0.7646803715547434, 'Hydroxylation-P Validation Sensitivity': 0.7901587301587302, 'Hydroxylation-P Validation Specificity': 0.7593446057159958, 'Hydroxylation-P Validation Precision': 0.4242856474748176, 'Hydroxylation-P AUC ROC': 0.8526152058409279, 'Hydroxylation-P AUC PR': 0.603316423119009, 'Hydroxylation-P MCC': 0.4495294579042015, 'Hydroxylation-P F1': 0.5471258390148512, 'Validation Loss (Hydroxylation-P)': 0.3747841835021973, 'Validation Loss (total)': 0.3747841835021973, 'TimeToTrain': 19.433906602859498} {'Hydroxylation-P Validation Accuracy': 0.05085375840351448, 'Hydroxylation-P Validation Sensitivity': 0.05310229625423852, 'Hydroxylation-P Validation Specificity': 0.07252116984069852, 'Hydroxylation-P Validation Precision': 0.07009284095581028, 'Hydroxylation-P AUC ROC': 0.022142049126613272, 'Hydroxylation-P AUC PR': 0.05950792562149459, 'Hydroxylation-P MCC': 0.04867874093912353, 'Hydroxylation-P F1': 0.04404019496377268, 'Validation Loss (Hydroxylation-P)': 0.02680124082238138, 'Validation Loss (total)': 0.02680124082238138, 'TimeToTrain': 3.7526541216099703}
{'CNNType': 'Adapt',
 'CV_Repeats': 1,
 'Experiment Name': 'Model architecture - sampling method but real, not arc - '
                    'timetest: ',
 'FCType': 'Musite',
 'LSTM_dropout': 0,
 'LSTM_hidden_size': 32,
 'LSTM_layers': 1,
 'UseUncertaintyBasedLoss': False,
 'ValidationMetric': 'Validation Loss (total)',
 'aminoAcid': ['O-linked Glycosylation'],
 'batch_size': 512,
 'crossValidation': True,
 'currentFold': 4,
 'current_CV_Repeat': 1,
 'data_sample_mode': ['balanced'],
 'earlyStopping': True,
 'earlyStoppingPatience': 25,
 'embeddingType': 'adaptiveEmbedding',
 'epochs': 200,
 'folds': 5,
 'gpu_mode': True,
 'layerToSplitOn': 'FC',
 'learning_rate': 0.00758,
 'loss_function': <class 'torch.nn.modules.loss.BCELoss'>,
 'optimizer': <class 'torch.optim.adamw.AdamW'>,
 'random_state': 2756986554,
 'sample_weights': [1.0],
 'test_data_ratio': 0.2,
 'useLrWeight': False,
 'weight_decay': 3.274}
(5875, 33)
(77158, 33)
Loaded folder code/Thesis/dataset/train/O-linked Glycosylation/indices (83033 samples)
[1,     1] loss: 0.697
[2,    19] loss: 0.626
[3,    19] loss: 0.607
[4,    19] loss: 0.604
[5,    19] loss: 0.605
[6,    19] loss: 0.595
[7,    19] loss: 0.593
[8,    19] loss: 0.599
[9,    19] loss: 0.588
[10,    19] loss: 0.595
[11,    19] loss: 0.604
[12,    19] loss: 0.618
[13,    19] loss: 0.608
[14,    19] loss: 0.602
[15,    19] loss: 0.596
[16,    19] loss: 0.600
[17,    19] loss: 0.594
[18,    19] loss: 0.598
[19,    19] loss: 0.596
[20,    19] loss: 0.597
[21,    19] loss: 0.600
[22,    19] loss: 0.593
[23,    19] loss: 0.598
[24,    19] loss: 0.600
[25,    19] loss: 0.593
[26,    19] loss: 0.597
[27,    19] loss: 0.599
[28,    19] loss: 0.602
[29,    19] loss: 0.599
[30,    19] loss: 0.593
[31,    19] loss: 0.602
Early stopping applied (best metric=0.30870428681373596)
Finished Training
Total time taken: 19.90554428100586
(5875, 33)
(77158, 33)
Loaded folder code/Thesis/dataset/train/O-linked Glycosylation/indices (83033 samples)
[1,     1] loss: 0.695
[2,    19] loss: 0.627
[3,    19] loss: 0.614
[4,    19] loss: 0.603
[5,    19] loss: 0.601
[6,    19] loss: 0.600
[7,    19] loss: 0.598
[8,    19] loss: 0.601
[9,    19] loss: 0.591
[10,    19] loss: 0.592
[11,    19] loss: 0.587
[12,    19] loss: 0.591
[13,    19] loss: 0.592
[14,    19] loss: 0.586
[15,    19] loss: 0.586
[16,    19] loss: 0.591
[17,    19] loss: 0.587
[18,    19] loss: 0.592
[19,    19] loss: 0.599
[20,    19] loss: 0.580
[21,    19] loss: 0.590
[22,    19] loss: 0.591
[23,    19] loss: 0.590
[24,    19] loss: 0.585
[25,    19] loss: 0.595
[26,    19] loss: 0.586
[27,    19] loss: 0.595
[28,    19] loss: 0.606
[29,    19] loss: 0.602
[30,    19] loss: 0.601
[31,    19] loss: 0.595
[32,    19] loss: 0.593
[33,    19] loss: 0.602
[34,    19] loss: 0.591
[35,    19] loss: 0.597
[36,    19] loss: 0.597
[37,    19] loss: 0.594
[38,    19] loss: 0.591
[39,    19] loss: 0.590
[40,    19] loss: 0.594
[41,    19] loss: 0.589
[42,    19] loss: 0.598
[43,    19] loss: 0.592
[44,    19] loss: 0.594
[45,    19] loss: 0.595
[46,    19] loss: 0.592
[47,    19] loss: 0.593
[48,    19] loss: 0.598
[49,    19] loss: 0.591
[50,    19] loss: 0.600
[51,    19] loss: 0.594
[52,    19] loss: 0.600
[53,    19] loss: 0.599
[54,    19] loss: 0.597
[55,    19] loss: 0.594
[56,    19] loss: 0.603
[57,    19] loss: 0.598
[58,    19] loss: 0.594
[59,    19] loss: 0.606
[60,    19] loss: 0.600
[61,    19] loss: 0.599
[62,    19] loss: 0.602
[63,    19] loss: 0.593
[64,    19] loss: 0.594
[65,    19] loss: 0.592
[66,    19] loss: 0.596
[67,    19] loss: 0.600
[68,    19] loss: 0.596
[69,    19] loss: 0.598
[70,    19] loss: 0.597
[71,    19] loss: 0.598
[72,    19] loss: 0.600
[73,    19] loss: 0.596
[74,    19] loss: 0.607
[75,    19] loss: 0.593
[76,    19] loss: 0.598
[77,    19] loss: 0.593
[78,    19] loss: 0.602
[79,    19] loss: 0.602
[80,    19] loss: 0.605
[81,    19] loss: 0.596
[82,    19] loss: 0.592
[83,    19] loss: 0.607
[84,    19] loss: 0.601
[85,    19] loss: 0.602
Early stopping applied (best metric=0.29772478342056274)
Finished Training
Total time taken: 53.06646704673767
(5875, 33)
(77158, 33)
Loaded folder code/Thesis/dataset/train/O-linked Glycosylation/indices (83033 samples)
[1,     1] loss: 0.700
[2,    19] loss: 0.627
[3,    19] loss: 0.611
[4,    19] loss: 0.603
[5,    19] loss: 0.590
[6,    19] loss: 0.594
[7,    19] loss: 0.582
[8,    19] loss: 0.593
[9,    19] loss: 0.598
[10,    19] loss: 0.596
[11,    19] loss: 0.600
[12,    19] loss: 0.604
[13,    19] loss: 0.594
[14,    19] loss: 0.594
[15,    19] loss: 0.598
[16,    19] loss: 0.590
[17,    19] loss: 0.602
[18,    19] loss: 0.594
[19,    19] loss: 0.591
[20,    19] loss: 0.595
[21,    19] loss: 0.596
[22,    19] loss: 0.591
[23,    19] loss: 0.593
[24,    19] loss: 0.584
[25,    19] loss: 0.597
[26,    19] loss: 0.590
[27,    19] loss: 0.602
[28,    19] loss: 0.584
[29,    19] loss: 0.588
[30,    19] loss: 0.590
[31,    19] loss: 0.590
[32,    19] loss: 0.594
[33,    19] loss: 0.602
[34,    19] loss: 0.595
[35,    19] loss: 0.597
[36,    19] loss: 0.597
[37,    19] loss: 0.593
[38,    19] loss: 0.596
[39,    19] loss: 0.605
[40,    19] loss: 0.606
[41,    19] loss: 0.596
[42,    19] loss: 0.591
[43,    19] loss: 0.593
[44,    19] loss: 0.597
[45,    19] loss: 0.592
[46,    19] loss: 0.599
[47,    19] loss: 0.595
[48,    19] loss: 0.594
[49,    19] loss: 0.601
Early stopping applied (best metric=0.30028706789016724)
Finished Training
Total time taken: 33.39538335800171
(5875, 33)
(77158, 33)
Loaded folder code/Thesis/dataset/train/O-linked Glycosylation/indices (83033 samples)
[1,     1] loss: 0.715
[2,    19] loss: 0.628
[3,    19] loss: 0.612
[4,    19] loss: 0.602
[5,    19] loss: 0.595
[6,    19] loss: 0.596
[7,    19] loss: 0.585
[8,    19] loss: 0.595
[9,    19] loss: 0.584
[10,    19] loss: 0.587
[11,    19] loss: 0.594
[12,    19] loss: 0.590
[13,    19] loss: 0.590
[14,    19] loss: 0.588
[15,    19] loss: 0.592
[16,    19] loss: 0.585
[17,    19] loss: 0.593
[18,    19] loss: 0.580
[19,    19] loss: 0.596
[20,    19] loss: 0.589
[21,    19] loss: 0.593
[22,    19] loss: 0.590
[23,    19] loss: 0.593
[24,    19] loss: 0.594
[25,    19] loss: 0.593
[26,    19] loss: 0.593
[27,    19] loss: 0.597
[28,    19] loss: 0.591
[29,    19] loss: 0.607
[30,    19] loss: 0.598
[31,    19] loss: 0.593
[32,    19] loss: 0.595
[33,    19] loss: 0.597
Early stopping applied (best metric=0.3044286370277405)
Finished Training
Total time taken: 22.616187810897827
(5875, 33)
(77158, 33)
Loaded folder code/Thesis/dataset/train/O-linked Glycosylation/indices (83033 samples)
[1,     1] loss: 0.694
[2,    19] loss: 0.614
[3,    19] loss: 0.602
[4,    19] loss: 0.595
[5,    19] loss: 0.591
[6,    19] loss: 0.582
[7,    19] loss: 0.583
[8,    19] loss: 0.585
[9,    19] loss: 0.579
[10,    19] loss: 0.573
[11,    19] loss: 0.593
[12,    19] loss: 0.589
[13,    19] loss: 0.586
[14,    19] loss: 0.580
[15,    19] loss: 0.581
[16,    19] loss: 0.584
[17,    19] loss: 0.588
[18,    19] loss: 0.592
[19,    19] loss: 0.586
[20,    19] loss: 0.588
[21,    19] loss: 0.589
[22,    19] loss: 0.589
[23,    19] loss: 0.593
[24,    19] loss: 0.589
[25,    19] loss: 0.593
[26,    19] loss: 0.597
[27,    19] loss: 0.587
[28,    19] loss: 0.601
[29,    19] loss: 0.590
[30,    19] loss: 0.591
[31,    19] loss: 0.586
[32,    19] loss: 0.592
[33,    19] loss: 0.590
[34,    19] loss: 0.593
[35,    19] loss: 0.593
[36,    19] loss: 0.596
[37,    19] loss: 0.592
[38,    19] loss: 0.591
[39,    19] loss: 0.589
[40,    19] loss: 0.583
[41,    19] loss: 0.597
[42,    19] loss: 0.601
[43,    19] loss: 0.591
Early stopping applied (best metric=0.301066517829895)
Finished Training
Total time taken: 29.657344102859497
results!
{'gpu_mode': True, 'epochs': 200, 'batch_size': 512, 'learning_rate': 0.00758, 'test_data_ratio': 0.2, 'data_sample_mode': ['balanced'], 'crossValidation': True, 'loss_function': <class 'torch.nn.modules.loss.BCELoss'>, 'optimizer': <class 'torch.optim.adamw.AdamW'>, 'folds': 5, 'earlyStopping': True, 'ValidationMetric': 'Validation Loss (total)', 'earlyStoppingPatience': 25, 'CV_Repeats': 1, 'Experiment Name': 'Model architecture - sampling method but real, not arc - timetest: ', 'weight_decay': 3.274, 'embeddingType': 'adaptiveEmbedding', 'LSTM_layers': 1, 'LSTM_hidden_size': 32, 'LSTM_dropout': 0, 'UseUncertaintyBasedLoss': False, 'useLrWeight': False, 'aminoAcid': ['O-linked Glycosylation'], 'CNNType': 'Adapt', 'FCType': 'Musite', 'random_state': 2756986559, 'current_CV_Repeat': 1, 'layerToSplitOn': 'FC', 'sample_weights': [1.0], 'currentFold': 4}
