COMET INFO:     train_loss [7010]                                                                                      : (0.39774590730667114, 0.6971316337585449)
COMET INFO:     validate_Phosphorylation-['S', 'T'] AUC PR [198]                                                       : (0.06661709286659284, 0.6508350966598325)
COMET INFO:     validate_Phosphorylation-['S', 'T'] AUC ROC [198]                                                      : (0.6322631533719232, 0.876557532648825)
COMET INFO:     validate_Phosphorylation-['S', 'T'] F1 [198]                                                           : (0.08850030271733324, 0.5929060106119803)
COMET INFO:     validate_Phosphorylation-['S', 'T'] MCC [198]                                                          : (0.059261958603716705, 0.4950576210411193)
COMET INFO:     validate_Phosphorylation-['S', 'T'] Validation Accuracy [198]                                          : (0.48812, 0.8049878837658808)
COMET INFO:     validate_Phosphorylation-['S', 'T'] Validation Precision [198]                                         : (0.04734776312781038, 0.4832438746280279)
COMET INFO:     validate_Phosphorylation-['S', 'T'] Validation Sensitivity [198]                                       : (0.6761023407729995, 0.8252560028248588)
COMET INFO:     validate_Phosphorylation-['S', 'T'] Validation Specificity [198]                                       : (0.4809397255154372, 0.8136318273228319)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) AUC PR [198]                 : (0.02, 0.705995815015143)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) AUC ROC [198]                : (0.25, 0.9059547569913524)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) F1 [198]                     : (0.0, 0.634190077704722)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) MCC [198]                    : (-0.2059386177619785, 0.5623743221601549)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) Validation Accuracy [198]    : (0.30303030303030304, 0.8572594752186589)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) Validation Precision [198]   : (0.0, 0.5391260162601627)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) Validation Sensitivity [198] : (0.0, 1.0)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(10., device='cuda:0')) Validation Specificity [198] : (0.28125, 0.873975267472558)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) AUC PR [198]                 : (0.042211399711399714, 0.6914735591206179)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) AUC ROC [198]                : (0.43103448275862066, 0.8615769028860734)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) F1 [198]                     : (0.0, 0.8)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) MCC [198]                    : (-0.08188394740675291, 0.809547547484654)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) Validation Accuracy [198]    : (0.8255287009063444, 0.9836065573770492)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) Validation Precision [198]   : (0.0, 1.0)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) Validation Sensitivity [198] : (0.0, 0.6762936221419976)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(11., device='cuda:0')) Validation Specificity [198] : (0.8436665260790103, 1.0)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) AUC PR [198]                 : (0.03047096955113459, 0.43336113515249197)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) AUC ROC [198]                : (0.6070116861435726, 0.9069101983829136)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) F1 [198]                     : (0.0, 0.4793028322440087)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) MCC [198]                    : (-0.03649041376590373, 0.44822618115389357)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) Validation Accuracy [198]    : (0.8836879432624114, 0.9723127035830619)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) Validation Precision [198]   : (0.0, 0.41841004184100417)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) Validation Sensitivity [198] : (0.0, 0.7214484679665738)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(12., device='cuda:0')) Validation Specificity [198] : (0.8947169096761977, 0.996661101836394)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) AUC PR [198]                 : (0.11896027019427635, 0.5573359312467455)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) AUC ROC [198]                : (0.662259008438424, 0.8326275013372393)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) F1 [198]                     : (0.09576126493949967, 0.5637030247479378)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) MCC [198]                    : (0.07909182997924187, 0.31145056052075903)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) Validation Accuracy [198]    : (0.17366528729394207, 0.5940298507462687)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) Validation Precision [198]   : (0.05030416471689284, 0.422680412371134)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) Validation Sensitivity [198] : (0.81292984869326, 0.9969183359013868)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(13., device='cuda:0')) Validation Specificity [198] : (0.13589270508089696, 0.49443757725587145)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) AUC PR [99]                  : (0.15661472494479697, 0.38108350859940754)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) AUC ROC [99]                 : (0.8151956127723806, 0.9092867258390688)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) F1 [99]                      : (0.14501510574018128, 0.4136690647482015)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) MCC [99]                     : (0.11781100326915225, 0.3897777655305406)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) Validation Accuracy [99]     : (0.8984700973574409, 0.9343996291145109)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) Validation Precision [99]    : (0.19672131147540983, 0.3314121037463977)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) Validation Sensitivity [99]  : (0.11483253588516747, 0.6411483253588517)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(14., device='cuda:0')) Validation Specificity [99]  : (0.9140073081607796, 0.9761266747868453)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) AUC PR [99]                  : (0.394384115735655, 0.6001845972658687)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) AUC ROC [99]                 : (0.843242106484503, 0.9061088630727059)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) F1 [99]                      : (0.44257703081232497, 0.5807692307692307)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) MCC [99]                     : (0.36359007743354843, 0.5270626464524646)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) Validation Accuracy [99]     : (0.8237849579147434, 0.8829758349171871)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) Validation Precision [99]    : (0.36574074074074076, 0.49335548172757476)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) Validation Sensitivity [99]  : (0.5602836879432624, 0.8156028368794326)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(15., device='cuda:0')) Validation Specificity [99]  : (0.8248466257668712, 0.906441717791411)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) AUC PR [198]                 : (0.06141365812509132, 0.42924441144735415)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) AUC ROC [198]                : (0.5988069746099725, 0.8022329010344295)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) F1 [198]                     : (0.05761316872427984, 0.44799999999999995)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) MCC [198]                    : (0.008288680632493722, 0.3388407589665519)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) Validation Accuracy [198]    : (0.40124740124740127, 0.8073496659242761)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) Validation Precision [198]   : (0.03056768558951965, 0.37628865979381443)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) Validation Sensitivity [198] : (0.40441176470588236, 0.7857142857142857)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(16., device='cuda:0')) Validation Specificity [198] : (0.3897216274089936, 0.8792650918635171)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) AUC PR [198]                 : (0, 0.6878662952757747)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) AUC ROC [198]                : (0, 0.9115320073256954)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) F1 [198]                     : (0, 0.614963503649635)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) MCC [198]                    : (0, 0.5506231029388368)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) Validation Accuracy [198]    : (0, 0.8635628839314581)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) Validation Precision [198]   : (0, 0.5160796324655437)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) Validation Sensitivity [198] : (0, 0.8623024830699775)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(17., device='cuda:0')) Validation Specificity [198] : (0, 0.8807547169811321)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) AUC PR [99]                  : (0.3416635395578563, 0.6113957696543115)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) AUC ROC [99]                 : (0.8428127229552014, 0.9099287608216464)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) F1 [99]                      : (0.4308390022675737, 0.575)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) MCC [99]                     : (0.3518826712179447, 0.5262968101809212)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) Validation Accuracy [99]     : (0.8076296054776655, 0.8780567329638083)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) Validation Precision [99]    : (0.3518742442563482, 0.47289719626168225)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) Validation Sensitivity [99]  : (0.5507246376811594, 0.8434782608695652)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(18., device='cuda:0')) Validation Specificity [99]  : (0.8030859662013226, 0.896399706098457)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) AUC PR [198]                 : (0.019230769230769232, 0.5723834924317416)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) AUC ROC [198]                : (0.21875, 0.8640149901661479)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) F1 [198]                     : (0.0, 0.5611353711790393)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) MCC [198]                    : (-0.1, 0.4790056863734668)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) Validation Accuracy [198]    : (0.7272727272727273, 0.9696969696969697)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) Validation Precision [198]   : (0.0, 0.48927875243664715)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) Validation Sensitivity [198] : (0.0, 0.7429305912596401)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(19., device='cuda:0')) Validation Specificity [198] : (0.7409557838320678, 1.0)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) AUC PR [198]                  : (0.09005467066403958, 0.6372647847046521)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) AUC ROC [198]                 : (0.6969111607377059, 0.8343057371827113)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) F1 [198]                      : (0.074077817079333, 0.5858554663372452)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) MCC [198]                     : (0.05307189324571493, 0.32835860301577385)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) Validation Accuracy [198]     : (0.11121889702672552, 0.5982183300619055)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) Validation Precision [198]    : (0.038467593807399635, 0.44195639363582795)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) Validation Sensitivity [198]  : (0.8646529859349781, 0.9972789115646259)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(2., device='cuda:0')) Validation Specificity [198]  : (0.07846293129463837, 0.46851498484678417)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) AUC PR [198]                 : (0.09781849296715273, 0.3146315350056774)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) AUC ROC [198]                : (0.6817687261259502, 0.7767297070627244)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) F1 [198]                     : (0.16672629695885507, 0.34032768036792177)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) MCC [198]                    : (0.12579359038823199, 0.27727133199012577)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) Validation Accuracy [198]    : (0.872328684659376, 0.9260163704608149)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) Validation Precision [198]   : (0.12446581196581197, 0.37862468931234466)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) Validation Sensitivity [198] : (0.21482339316734222, 0.4279523293607801)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(20., device='cuda:0')) Validation Specificity [198] : (0.8936762623879189, 0.9617729444719064)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) AUC PR [198]                  : (0.05461704035155851, 0.5834347805428678)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) AUC ROC [198]                 : (0.5928774292412609, 0.8756110601555485)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) F1 [198]                      : (0.08555825242718447, 0.556480811006517)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) MCC [198]                     : (0.06280003858549207, 0.48902624577177733)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) Validation Accuracy [198]     : (0.7141605327725201, 0.866557734204793)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) Validation Precision [198]    : (0.04745497259201253, 0.47956318252730107)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) Validation Sensitivity [198]  : (0.41654357459379615, 0.7421302285467875)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(3., device='cuda:0')) Validation Specificity [198]  : (0.7196460017158081, 0.8971385823826444)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) AUC PR [198]                  : (0.06097856711765133, 0.4528120522505917)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) AUC ROC [198]                 : (0.7203652090397, 0.8741317447240838)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) F1 [198]                      : (0.10686506594521475, 0.45903479236812567)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) MCC [198]                     : (0.12642247994615508, 0.35367493995033145)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) Validation Accuracy [198]     : (0.5763554700032082, 0.8237131806010116)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) Validation Precision [198]    : (0.057329462989840346, 0.4229461756373938)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) Validation Sensitivity [198]  : (0.47459315841912986, 0.9054726368159204)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(4., device='cuda:0')) Validation Specificity [198]  : (0.5693684733963202, 0.88125910813174)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) AUC PR [198]                  : (0.14034276387299072, 0.5391262831907059)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) AUC ROC [198]                 : (0.7351440576230492, 0.8904970716671798)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) F1 [198]                      : (0.15929203539823011, 0.529124633908233)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) MCC [198]                     : (0.14039728134106202, 0.46954780398930723)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) Validation Accuracy [198]     : (0.5686719636776391, 0.8663572188376366)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) Validation Precision [198]    : (0.0891089108910891, 0.4442528735632184)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) Validation Sensitivity [198]  : (0.43013468013468015, 0.9375)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(5., device='cuda:0')) Validation Specificity [198]  : (0.5582232893157263, 0.8943515787173604)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) AUC PR [99]                   : (0.41147025210397997, 0.6288028904772561)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) AUC ROC [99]                  : (0.8406764274335263, 0.9075220561359362)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) F1 [99]                       : (0.4692649751504054, 0.5961866818440524)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) MCC [99]                      : (0.38539628984911517, 0.5379222940759947)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) Validation Accuracy [99]      : (0.7986029722000844, 0.8669541981154189)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) Validation Precision [99]     : (0.36622191011235955, 0.49224624060150374)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) Validation Sensitivity [99]   : (0.6471861471861472, 0.8275613275613276)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(6., device='cuda:0')) Validation Specificity [99]   : (0.8054852093323994, 0.8835605366668463)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) AUC PR [198]                  : (0.03931451612903226, 0.5261699507389163)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) AUC ROC [198]                 : (0.8311949658585556, 0.9403973509933775)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) F1 [198]                      : (0.039999999999999994, 0.5122480620155038)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) MCC [198]                     : (0.04620150427379804, 0.47094956248451886)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) Validation Accuracy [198]     : (0.6405228758169934, 0.9101266554855127)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) Validation Precision [198]    : (0.020833333333333332, 0.44450579790171174)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) Validation Sensitivity [198]  : (0.3828529194382853, 1.0)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(7., device='cuda:0')) Validation Specificity [198]  : (0.6357615894039735, 0.9373823566319488)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) AUC PR [198]                  : (0.02483100971445958, 0.4433941622193662)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) AUC ROC [198]                 : (0.5242626886145404, 0.871082221554844)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) F1 [198]                      : (0.043795620437956206, 0.4665641813989239)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) MCC [198]                     : (0.010075403616944666, 0.41340195758190185)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) Validation Accuracy [198]     : (0.763758389261745, 0.8856012527816698)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) Validation Precision [198]    : (0.024793388429752067, 0.394925178919974)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) Validation Sensitivity [198]  : (0.1875, 0.6807511737089202)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(8., device='cuda:0')) Validation Specificity [198]  : (0.7736625514403292, 0.9321467293097218)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) AUC PR [99]                   : (0.41776404826520747, 0.6233693166235323)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) AUC ROC [99]                  : (0.854856569101955, 0.9048325270861773)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) F1 [99]                       : (0.463980463980464, 0.5970149253731343)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) MCC [99]                      : (0.3952979720006147, 0.5492760277588622)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) Validation Accuracy [99]      : (0.8546081813701331, 0.8988664366683096)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) Validation Precision [99]     : (0.4068352059925094, 0.517358747447243)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) Validation Sensitivity [99]   : (0.5292479108635098, 0.8068709377901578)
COMET INFO:     validate_Phosphorylation-['S', 'T'](species=tensor(9., device='cuda:0')) Validation Specificity [99]   : (0.8602779003087782, 0.9218129686810763)
COMET INFO:     validate_Validation Loss (Phosphorylation-['S', 'T']) [198]                                            : (0.34262335300445557, 0.49457404017448425)
COMET INFO:     validate_Validation Loss (total) [198]                                                                 : (0.34262335300445557, 0.49457404017448425)
COMET INFO:   Parameters:
COMET INFO:     CNNType                 : Musite
COMET INFO:     CV_Repeats              : 1
COMET INFO:     CreateFigures           : False
COMET INFO:     Experiment Name         : retestt
COMET INFO:     FCType                  : Adapt
COMET INFO:     LSTM_dropout            : 0
COMET INFO:     LSTM_hidden_size        : 32
COMET INFO:     LSTM_layers             : 1
COMET INFO:     MultiTask_Species       : False
COMET INFO:     MusiteTest              : True
